metric_name,series_id,type,category,unit,frequency,value,period_date,release_date,monthly_change,annual_change
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.06,2021-04-01,,-97.37991266375545,-100.32985156679493
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.2,2021-05-01,,233.33333333333334,-95.74468085106382
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.34,2021-06-01,,70.0,-94.61172741679873
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.71,2021-07-01,,108.82352941176467,-72.265625
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.07,2021-08-01,,-90.14084507042253,-94.44444444444444
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.05,2021-09-01,,-171.42857142857142,-110.63829787234043
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.93,2021-10-01,,-1960.0000000000002,-1.0638297872340319
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.73,2021-11-01,,-21.505376344086027,143.33333333333334
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.24,2021-12-01,,-67.12328767123287,-64.70588235294117
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.16,2022-01-01,,-33.33333333333333,-81.60919540229885
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.51,2022-02-01,,218.75,-128.1767955801105
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.45,2022-03-01,,-11.76470588235294,-80.34934497816593
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.05,2022-04-01,,-88.8888888888889,-16.66666666666666
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.36,2022-05-01,,-819.9999999999999,-280.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.18,2022-06-01,,-50.0,-152.94117647058823
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.18,2022-07-01,,-200.0,-74.64788732394368
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.17,2022-08-01,,-5.555555555555546,142.85714285714286
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.05,2022-09-01,,-70.58823529411765,-200.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.01,2022-10-01,,-80.0,-98.9247311827957
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.57,2022-11-01,,-5799.999999999999,-178.0821917808219
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.49,2022-12-01,,-14.03508771929824,-304.16666666666663
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.66,2023-01-01,,-234.6938775510204,312.5
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.44,2023-02-01,,-166.66666666666669,-186.27450980392155
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.51,2023-03-01,,15.909090909090912,-213.33333333333334
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.06,2023-04-01,,-111.76470588235294,19.99999999999999
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.2,2023-05-01,,-433.33333333333337,-44.44444444444444
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.41,2023-06-01,,104.99999999999999,127.77777777777777
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.09,2023-07-01,,-121.95121951219512,-50.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.18,2023-08-01,,-300.00000000000006,-205.88235294117646
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.05,2023-09-01,,-72.22222222222223,-200.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.6,2023-10-01,,1099.9999999999998,-6100.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.19,2023-11-01,,-131.66666666666669,-133.33333333333334
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.11,2023-12-01,,-157.89473684210526,-77.55102040816327
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.87,2024-01-01,,690.9090909090909,-231.81818181818178
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.37,2024-02-01,,-142.52873563218392,-184.0909090909091
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.19,2024-03-01,,-151.35135135135135,-62.745098039215684
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.39,2024-04-01,,105.26315789473684,-750.0000000000001
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.16,2024-05-01,,-141.02564102564102,-179.99999999999997
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.12,2024-06-01,,-175.00000000000003,-70.73170731707317
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.35,2024-07-01,,191.66666666666666,-488.88888888888886
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.05,2024-08-01,,-85.71428571428572,-72.22222222222223
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.21,2024-09-01,,319.99999999999994,319.99999999999994
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.5,2024-10-01,,138.0952380952381,-16.666666666666664
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.05,2024-11-01,,-90.0,-126.3157894736842
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.36,2024-12-01,,-819.9999999999999,-427.27272727272725
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.39,2025-01-01,,-208.33333333333334,-55.172413793103445
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.39,2025-02-01,,-200.0,5.405405405405411
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.15,2025-03-01,,-61.53846153846154,-178.9473684210526
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.41,2025-04-01,,-373.3333333333333,5.128205128205118
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.16,2025-05-01,,-60.97560975609756,-200.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.1,2025-06-01,,-37.5,-16.66666666666666
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1198,2015-08-12,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1144,2015-08-13,,-0.4822289694588185,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.111,2015-08-14,,-0.30509691313712034,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1078,2015-08-17,,-0.2880288028802963,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1028,2015-08-18,,-0.4513450081242006,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1061,2015-08-19,,0.29923830250272765,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.12,2015-08-20,,1.2566675707440578,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1356,2015-08-21,,1.3928571428571281,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.158,2015-08-24,,1.9725255371609702,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.141,2015-08-25,,-1.4680483592400608,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.139,2015-08-26,,-0.17528483786152513,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1239,2015-08-27,,-1.3257243195785875,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1172,2015-08-28,,-0.5961384464809972,-0.23218431862832076
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1194,2015-08-31,,0.19692087361260113,0.44867193108398173
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1263,2015-09-01,,0.6164016437377282,1.3771377137713854
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1242,2015-09-02,,-0.18645121193287673,1.4804116266474268
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1104,2015-09-03,,-1.2275395837039702,0.6891548784911182
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1117,2015-09-04,,0.11707492795387758,0.5062833378537046
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2015-09-07,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1182,2015-09-08,,,-1.5322296583303858
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1165,2015-09-09,,-0.1520300482919008,-3.583765112262511
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1262,2015-09-10,,0.868786386027769,-1.2971078001752783
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1338,2015-09-11,,0.6748357307760459,-0.45654082528534623
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1307,2015-09-14,,-0.27341682836478043,0.6050360352344639
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.126,2015-09-15,,-0.41567170779164664,0.7876834944504045
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1304,2015-09-16,,0.39076376554175685,0.9826692871181097
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1312,2015-09-17,,0.07077140835101838,0.4350528278433725
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1358,2015-09-18,,0.4066478076379011,1.0318448674612908
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1204,2015-09-21,,-1.3558725127663196,0.9005763688760814
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1133,2015-09-22,,-0.6337022491967249,0.1439237204281772
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.116,2015-09-23,,0.24252223120454028,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1252,2015-09-24,,0.8243727598566196,0.6260060812019222
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1192,2015-09-25,,-0.5332385353714899,0.24182713837885575
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1236,2015-09-28,,0.3931379556826269,-0.23086485526550857
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1246,2015-09-29,,0.08899964400143397,-0.8114305874051752
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1162,2015-09-30,,-0.7469322425751346,-1.2823914389316313
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.12,2015-10-01,,0.3404407812220055,-0.5328596802841726
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1276,2015-10-02,,0.6785714285714133,-0.24769992922860362
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.12,2015-10-05,,-0.6739978715856535,-0.9900990099009792
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1266,2015-10-06,,0.5892857142857088,-0.8100017608733823
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1249,2015-10-07,,-0.15089650275164518,0.4016422706176319
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1282,2015-10-08,,0.29335940972531604,1.3383634240546247
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1363,2015-10-09,,0.717957808899131,1.8189964157706078
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2015-10-12,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1382,2015-10-13,,,1.697641172265916
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1437,2015-10-14,,0.4832191179054505,1.7888928444286232
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1418,2015-10-15,,-0.16612748098277633,1.5294326871776527
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.136,2015-10-16,,-0.5079698721317243,1.7738756495251584
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.132,2015-10-19,,-0.3521126760563384,1.0714285714285525
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1359,2015-10-20,,0.3445229681978812,0.7360766229159253
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1345,2015-10-21,,-0.12325028611672205,1.2946428571428532
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.114,2015-10-22,,-1.806963420008811,-1.1184093733356955
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1016,2015-10-23,,-1.113105924596067,-2.0712952262423414
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1051,2015-10-26,,0.3177196804647839,-2.0475093068604964
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1052,2015-10-27,,0.009048954845714323,-2.7369532693830965
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1066,2015-10-28,,0.12667390517554,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0963,2015-10-29,,-0.9307789625881056,-3.6812510982252715
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1042,2015-10-30,,0.7206056736294826,-3.4537028941155783
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1026,2015-11-02,,-0.14490128599891738,-3.433175687510939
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0946,2015-11-03,,-0.7255577725376389,-3.6443661971830883
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0861,2015-11-04,,-0.7765393751141926,-4.054770318021187
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0869,2015-11-05,,0.07365804253751145,-4.313760014085742
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0746,2015-11-06,,-1.1316588462600035,-5.279858968708687
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0767,2015-11-09,,0.19542155220547094,-3.3482944344703864
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0686,2015-11-10,,-0.75229869044302,-2.995642701525047
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2015-11-11,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0768,2015-11-12,,,-2.569670647846542
