id,symbol,rsi,macd,macd_signal,percent_b,atr,date,created_at,price_change,ma_trend,updated_at
8691,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 03:24:03.216,2025-08-18 21:03:33.173,,,2025-08-18 21:03:33.173
8692,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 03:03:01.167,2025-08-18 21:03:33.216,,,2025-08-18 21:03:33.216
8693,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:59:01.187,2025-08-18 21:03:33.258,,,2025-08-18 21:03:33.258
8694,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:57:01.213,2025-08-18 21:03:33.3,,,2025-08-18 21:03:33.3
8695,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:56:01.206,2025-08-18 21:03:33.344,,,2025-08-18 21:03:33.344
8696,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:49:01.207,2025-08-18 21:03:33.387,,,2025-08-18 21:03:33.387
8697,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:47:01.308,2025-08-18 21:03:33.431,,,2025-08-18 21:03:33.431
8698,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:34:01.286,2025-08-18 21:03:33.478,,,2025-08-18 21:03:33.478
8699,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:32:00.927,2025-08-18 21:03:33.521,,,2025-08-18 21:03:33.521
8700,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:26:08.245,2025-08-18 21:03:33.565,,,2025-08-18 21:03:33.565
8701,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:18:02.086,2025-08-18 21:03:33.608,,,2025-08-18 21:03:33.608
8702,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:15:01.3,2025-08-18 21:03:33.655,,,2025-08-18 21:03:33.655
8703,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:13:11.357,2025-08-18 21:03:33.699,,,2025-08-18 21:03:33.699
8704,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 02:12:05.527,2025-08-18 21:03:33.743,,,2025-08-18 21:03:33.743
8705,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:57:14.527,2025-08-18 21:03:33.787,,,2025-08-18 21:03:33.787
8706,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:54:02.455,2025-08-18 21:03:33.83,,,2025-08-18 21:03:33.83
8707,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:52:09.739,2025-08-18 21:03:33.873,,,2025-08-18 21:03:33.873
8708,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:36:01.189,2025-08-18 21:03:33.916,,,2025-08-18 21:03:33.916
8709,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:35:01.216,2025-08-18 21:03:33.96,,,2025-08-18 21:03:33.96
8710,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:28:01.312,2025-08-18 21:03:34.005,,,2025-08-18 21:03:34.005
8711,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 01:24:01.302,2025-08-18 21:03:34.048,,,2025-08-18 21:03:34.048
8712,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:35:01.215,2025-08-18 21:03:34.092,,,2025-08-18 21:03:34.092
8713,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:24:01.22,2025-08-18 21:03:34.139,,,2025-08-18 21:03:34.139
8714,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:14:01.496,2025-08-18 21:03:34.183,,,2025-08-18 21:03:34.183
8715,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:11:01.204,2025-08-18 21:03:34.226,,,2025-08-18 21:03:34.226
8716,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:10:01.208,2025-08-18 21:03:34.271,,,2025-08-18 21:03:34.271
8717,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:06:01.205,2025-08-18 21:03:34.315,,,2025-08-18 21:03:34.315
8718,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-11 00:01:01.279,2025-08-18 21:03:34.363,,,2025-08-18 21:03:34.363
8719,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:55:03.5,2025-08-18 21:03:34.406,,,2025-08-18 21:03:34.406
8720,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:54:01.231,2025-08-18 21:03:34.45,,,2025-08-18 21:03:34.45
8721,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:52:01.223,2025-08-18 21:03:34.494,,,2025-08-18 21:03:34.494
8722,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:38:01.207,2025-08-18 21:03:34.539,,,2025-08-18 21:03:34.539
8723,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:33:01.171,2025-08-18 21:03:34.583,,,2025-08-18 21:03:34.583
8724,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:31:01.418,2025-08-18 21:03:34.627,,,2025-08-18 21:03:34.627
8725,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:24:04.348,2025-08-18 21:03:34.671,,,2025-08-18 21:03:34.671
8726,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 23:01:01.477,2025-08-18 21:03:34.717,,,2025-08-18 21:03:34.717
8727,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 22:54:01.178,2025-08-18 21:03:34.761,,,2025-08-18 21:03:34.761
8728,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:56:01.237,2025-08-18 21:03:34.804,,,2025-08-18 21:03:34.804
8729,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:43:01.288,2025-08-18 21:03:34.848,,,2025-08-18 21:03:34.848
8730,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:36:01.217,2025-08-18 21:03:34.891,,,2025-08-18 21:03:34.891
8731,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:32:01.202,2025-08-18 21:03:34.935,,,2025-08-18 21:03:34.935
8732,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:31:01.159,2025-08-18 21:03:34.979,,,2025-08-18 21:03:34.979
8733,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:30:01.296,2025-08-18 21:03:35.024,,,2025-08-18 21:03:35.024
8734,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:27:01.202,2025-08-18 21:03:35.068,,,2025-08-18 21:03:35.068
8735,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:25:01.221,2025-08-18 21:03:35.112,,,2025-08-18 21:03:35.112
8736,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:21:01.196,2025-08-18 21:03:35.155,,,2025-08-18 21:03:35.155
8737,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 05:01:01.208,2025-08-18 21:03:35.199,,,2025-08-18 21:03:35.199
8738,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:55:01.193,2025-08-18 21:03:35.243,,,2025-08-18 21:03:35.243
8739,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:46:01.209,2025-08-18 21:03:35.293,,,2025-08-18 21:03:35.293
8740,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:45:01.195,2025-08-18 21:03:35.337,,,2025-08-18 21:03:35.337
8741,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:35:01.204,2025-08-18 21:03:35.38,,,2025-08-18 21:03:35.38
8742,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:28:01.194,2025-08-18 21:03:35.424,,,2025-08-18 21:03:35.424
8743,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:27:01.203,2025-08-18 21:03:35.468,,,2025-08-18 21:03:35.468
8744,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:20:01.295,2025-08-18 21:03:35.511,,,2025-08-18 21:03:35.511
8745,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:19:01.224,2025-08-18 21:03:35.555,,,2025-08-18 21:03:35.555
8746,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:18:01.221,2025-08-18 21:03:35.604,,,2025-08-18 21:03:35.604
8747,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:04:01.22,2025-08-18 21:03:35.672,,,2025-08-18 21:03:35.672
8748,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:03:01.371,2025-08-18 21:03:35.716,,,2025-08-18 21:03:35.716
8749,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 04:01:01.323,2025-08-18 21:03:35.76,,,2025-08-18 21:03:35.76
8750,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 03:52:01.29,2025-08-18 21:03:35.803,,,2025-08-18 21:03:35.803
8751,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 03:44:01.207,2025-08-18 21:03:35.847,,,2025-08-18 21:03:35.847
8752,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 03:32:01.551,2025-08-18 21:03:35.892,,,2025-08-18 21:03:35.892
8753,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 03:31:01.211,2025-08-18 21:03:35.936,,,2025-08-18 21:03:35.936
8754,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 01:07:03.262,2025-08-18 21:03:35.979,,,2025-08-18 21:03:35.979
8755,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 01:06:01.218,2025-08-18 21:03:36.023,,,2025-08-18 21:03:36.023
8756,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 00:57:01.217,2025-08-18 21:03:36.067,,,2025-08-18 21:03:36.067
8757,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 00:35:01.237,2025-08-18 21:03:36.11,,,2025-08-18 21:03:36.11
8758,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 00:24:01.309,2025-08-18 21:03:36.153,,,2025-08-18 21:03:36.153
8759,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 00:01:01.191,2025-08-18 21:03:36.197,,,2025-08-18 21:03:36.197
8760,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-10 00:00:01.227,2025-08-18 21:03:36.241,,,2025-08-18 21:03:36.242
8761,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:55:01.377,2025-08-18 21:03:36.291,,,2025-08-18 21:03:36.291
8762,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:50:03.129,2025-08-18 21:03:36.335,,,2025-08-18 21:03:36.335
8763,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:48:01.201,2025-08-18 21:03:36.379,,,2025-08-18 21:03:36.379
8764,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:44:01.409,2025-08-18 21:03:36.422,,,2025-08-18 21:03:36.422
8765,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:42:01.316,2025-08-18 21:03:36.466,,,2025-08-18 21:03:36.466
8766,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:20:01.256,2025-08-18 21:03:36.509,,,2025-08-18 21:03:36.509
8767,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:17:01.247,2025-08-18 21:03:36.553,,,2025-08-18 21:03:36.553
8768,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:15:01.488,2025-08-18 21:03:36.597,,,2025-08-18 21:03:36.597
8769,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:14:01.227,2025-08-18 21:03:36.64,,,2025-08-18 21:03:36.64
8770,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:12:01.265,2025-08-18 21:03:36.684,,,2025-08-18 21:03:36.684
8771,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:04:01.326,2025-08-18 21:03:36.727,,,2025-08-18 21:03:36.727
8772,XLB,46.12,-0.4092,-0.0347,0.3013,1.2047,2025-08-09 23:01:01.428,2025-08-18 21:03:36.772,,,2025-08-18 21:03:36.772
7513,XLC,67.68,1.0785,,1.0729,1.3092,2025-08-15 03:37:04.239,2025-08-18 21:02:40.917,,,2025-08-18 21:02:40.917
7514,XLC,67.68,1.0785,,1.0729,1.3092,2025-08-15 03:32:01.337,2025-08-18 21:02:40.961,,,2025-08-18 21:02:40.961
7515,XLC,67.68,1.0785,,1.0729,1.3092,2025-08-15 02:48:06.717,2025-08-18 21:02:41.005,,,2025-08-18 21:02:41.005
7516,XLC,67.68,1.0785,,1.0729,1.3092,2025-08-15 01:09:04.725,2025-08-18 21:02:41.05,,,2025-08-18 21:02:41.05
7517,XLC,67.68,1.0785,,1.0729,1.3092,2025-08-15 00:07:08.587,2025-08-18 21:02:41.093,,,2025-08-18 21:02:41.093
7518,XLC,67.68,1.0785,,,,2025-08-14 23:32:08.112,2025-08-18 21:02:41.136,,,2025-08-18 21:02:41.136
7519,XLC,67.68,1.0785,,1.0729,1.3092,2025-08-14 22:56:02.298,2025-08-18 21:02:41.18,,,2025-08-18 21:02:41.18
7520,XLC,68.11,1.0900,,1.0900,1.3078,2025-08-14 19:25:00.681,2025-08-18 21:02:41.223,,,2025-08-18 21:02:41.223
7521,XLC,68.38,1.0976,,1.1009,1.3078,2025-08-14 18:56:04.842,2025-08-18 21:02:41.267,,,2025-08-18 21:02:41.267
7522,XLC,68.27,1.0944,,1.0963,1.3078,2025-08-14 18:41:01.545,2025-08-18 21:02:41.31,,,2025-08-18 21:02:41.31
7523,XLC,67.41,0.9209,,1.1890,1.3207,2025-08-14 00:37:05.912,2025-08-18 21:02:41.354,,,2025-08-18 21:02:41.354
7524,XLC,67.41,0.9209,,1.1890,1.3207,2025-08-14 00:36:07.479,2025-08-18 21:02:41.398,,,2025-08-18 21:02:41.398
7525,XLC,67.41,0.9209,,1.1890,1.3207,2025-08-14 00:28:05.111,2025-08-18 21:02:41.442,,,2025-08-18 21:02:41.442
7526,XLC,67.41,0.9209,,1.1890,1.3207,2025-08-14 00:24:05.455,2025-08-18 21:02:41.486,,,2025-08-18 21:02:41.486
7527,XLC,67.41,0.9209,,1.1890,1.3207,2025-08-13 23:55:00.703,2025-08-18 21:02:41.53,,,2025-08-18 21:02:41.53
7528,XLC,67.41,0.9209,,1.1890,1.3207,2025-08-13 23:41:07.781,2025-08-18 21:02:41.574,,,2025-08-18 21:02:41.574
7529,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 06:01:02.581,2025-08-18 21:02:41.618,,,2025-08-18 21:02:41.618
7530,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 05:22:08.323,2025-08-18 21:02:41.662,,,2025-08-18 21:02:41.662
7531,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 05:16:03.785,2025-08-18 21:02:41.709,,,2025-08-18 21:02:41.709
7532,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 04:57:05.917,2025-08-18 21:02:41.752,,,2025-08-18 21:02:41.752
7533,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 04:52:07.291,2025-08-18 21:02:41.795,,,2025-08-18 21:02:41.795
7534,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 04:41:04.658,2025-08-18 21:02:41.839,,,2025-08-18 21:02:41.839
7535,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 04:27:04.04,2025-08-18 21:02:41.882,,,2025-08-18 21:02:41.882
7536,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 03:18:09.826,2025-08-18 21:02:41.926,,,2025-08-18 21:02:41.926
7537,XLC,64.78,0.7156,,1.2025,1.3335,2025-08-13 02:20:05.082,2025-08-18 21:02:41.97,,,2025-08-18 21:02:41.97
7538,XLC,64.78,0.7156,,,,2025-08-13 02:05:33.083,2025-08-18 21:02:42.023,,,2025-08-18 21:02:42.023
7539,XLC,57.03,0.5307,0.5925,0.7893,1.2676,2025-08-11 23:14:03.703,2025-08-18 21:02:42.067,,,2025-08-18 21:02:42.067
7540,XLC,57.03,0.5307,0.5925,0.7893,1.2676,2025-08-11 23:12:03.563,2025-08-18 21:02:42.11,,,2025-08-18 21:02:42.11
7541,XLC,57.03,0.5307,0.5925,0.7893,1.2676,2025-08-11 23:10:06.22,2025-08-18 21:02:42.153,,,2025-08-18 21:02:42.153
7542,XLC,57.03,0.5307,0.5925,0.7893,1.2676,2025-08-11 22:40:26.725,2025-08-18 21:02:42.197,,,2025-08-18 21:02:42.197
7543,XLC,56.80,0.5263,0.5916,0.7743,1.2665,2025-08-11 19:06:03.62,2025-08-18 21:02:42.24,,,2025-08-18 21:02:42.24
7544,XLC,55.94,0.5107,0.5885,0.7198,1.2665,2025-08-11 18:47:03.183,2025-08-18 21:02:42.284,,,2025-08-18 21:02:42.284
7545,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 03:52:16.079,2025-08-18 21:02:42.335,,,2025-08-18 21:02:42.335
7546,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 03:43:00.438,2025-08-18 21:02:42.38,,,2025-08-18 21:02:42.38
7547,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 03:24:01.952,2025-08-18 21:02:42.424,,,2025-08-18 21:02:42.424
7548,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:58:34.933,2025-08-18 21:02:42.467,,,2025-08-18 21:02:42.467
7549,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:55:45.767,2025-08-18 21:02:42.511,,,2025-08-18 21:02:42.511
7550,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:48:04.864,2025-08-18 21:02:42.555,,,2025-08-18 21:02:42.555
7551,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:46:25.395,2025-08-18 21:02:42.598,,,2025-08-18 21:02:42.598
7552,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:33:05.65,2025-08-18 21:02:42.645,,,2025-08-18 21:02:42.645
7553,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:31:59.888,2025-08-18 21:02:42.688,,,2025-08-18 21:02:42.688
7554,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:26:02.173,2025-08-18 21:02:42.732,,,2025-08-18 21:02:42.732
7555,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:16:46.33,2025-08-18 21:02:42.776,,,2025-08-18 21:02:42.776
7556,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 02:14:27.272,2025-08-18 21:02:42.82,,,2025-08-18 21:02:42.82
7557,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 01:55:38.386,2025-08-18 21:02:42.863,,,2025-08-18 21:02:42.863
7558,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 01:54:01.202,2025-08-18 21:02:42.906,,,2025-08-18 21:02:42.906
7559,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 01:34:36.631,2025-08-18 21:02:42.95,,,2025-08-18 21:02:42.95
7560,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 01:27:33.911,2025-08-18 21:02:42.994,,,2025-08-18 21:02:42.994
7561,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 01:23:11.349,2025-08-18 21:02:43.038,,,2025-08-18 21:02:43.038
7562,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 00:34:36.794,2025-08-18 21:02:43.081,,,2025-08-18 21:02:43.081
7563,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 00:09:51.833,2025-08-18 21:02:43.125,,,2025-08-18 21:02:43.125
7564,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-11 00:00:49.177,2025-08-18 21:02:43.169,,,2025-08-18 21:02:43.169
7565,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:55:02.507,2025-08-18 21:02:43.213,,,2025-08-18 21:02:43.213
7566,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:53:47.525,2025-08-18 21:02:43.257,,,2025-08-18 21:02:43.257
7567,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:51:36.2,2025-08-18 21:02:43.301,,,2025-08-18 21:02:43.301
7568,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:37:54.131,2025-08-18 21:02:43.345,,,2025-08-18 21:02:43.345
7569,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:30:34.835,2025-08-18 21:02:43.388,,,2025-08-18 21:02:43.388
7570,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:24:03.343,2025-08-18 21:02:43.432,,,2025-08-18 21:02:43.432
7571,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 23:00:20.979,2025-08-18 21:02:43.475,,,2025-08-18 21:02:43.475
7572,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 22:53:59.109,2025-08-18 21:02:43.523,,,2025-08-18 21:02:43.523
7573,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 05:41:21.43,2025-08-18 21:02:43.567,,,2025-08-18 21:02:43.567
7574,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 05:35:33.465,2025-08-18 21:02:43.611,,,2025-08-18 21:02:43.611
7575,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 05:29:15.213,2025-08-18 21:02:43.655,,,2025-08-18 21:02:43.655
7576,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 05:26:50.538,2025-08-18 21:02:43.699,,,2025-08-18 21:02:43.699
7577,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 04:44:57.981,2025-08-18 21:02:43.741,,,2025-08-18 21:02:43.741
7578,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 04:34:50.068,2025-08-18 21:02:43.786,,,2025-08-18 21:02:43.786
7579,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 04:26:20.14,2025-08-18 21:02:43.829,,,2025-08-18 21:02:43.829
7580,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 04:17:05.744,2025-08-18 21:02:43.873,,,2025-08-18 21:02:43.873
7581,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 04:03:00.323,2025-08-18 21:02:43.916,,,2025-08-18 21:02:43.916
7582,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 04:00:08.955,2025-08-18 21:02:43.96,,,2025-08-18 21:02:43.96
7583,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 03:51:12.798,2025-08-18 21:02:44.003,,,2025-08-18 21:02:44.003
7584,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 03:43:04.171,2025-08-18 21:02:44.046,,,2025-08-18 21:02:44.046
7585,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 03:30:40.914,2025-08-18 21:02:44.09,,,2025-08-18 21:02:44.09
7586,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 01:07:02.278,2025-08-18 21:02:44.133,,,2025-08-18 21:02:44.133
7587,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 01:05:53.964,2025-08-18 21:02:44.175,,,2025-08-18 21:02:44.175
7588,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 00:56:42.101,2025-08-18 21:02:44.218,,,2025-08-18 21:02:44.218
7589,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 00:34:32.678,2025-08-18 21:02:44.262,,,2025-08-18 21:02:44.262
7590,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 00:23:06.954,2025-08-18 21:02:44.306,,,2025-08-18 21:02:44.306
7591,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-10 00:22:46.376,2025-08-18 21:02:44.35,,,2025-08-18 21:02:44.35
7592,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:59:52.048,2025-08-18 21:02:44.394,,,2025-08-18 21:02:44.394
7593,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:53:42.889,2025-08-18 21:02:44.437,,,2025-08-18 21:02:44.437
7594,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:50:02.114,2025-08-18 21:02:44.48,,,2025-08-18 21:02:44.48
7595,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:47:55.508,2025-08-18 21:02:44.524,,,2025-08-18 21:02:44.524
7596,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:41:11.176,2025-08-18 21:02:44.567,,,2025-08-18 21:02:44.567
7597,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:13:35.029,2025-08-18 21:02:44.612,,,2025-08-18 21:02:44.612
7598,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 23:11:15.897,2025-08-18 21:02:44.656,,,2025-08-18 21:02:44.656
7599,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 22:51:09.127,2025-08-18 21:02:44.705,,,2025-08-18 21:02:44.705
7600,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 22:49:46.018,2025-08-18 21:02:44.749,,,2025-08-18 21:02:44.749
7601,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 22:18:04.622,2025-08-18 21:02:44.793,,,2025-08-18 21:02:44.793
7602,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 22:16:35.863,2025-08-18 21:02:44.838,,,2025-08-18 21:02:44.838
7603,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 22:03:00.378,2025-08-18 21:02:44.883,,,2025-08-18 21:02:44.883
7604,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 21:24:38.186,2025-08-18 21:02:44.927,,,2025-08-18 21:02:44.927
7605,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 21:22:10.841,2025-08-18 21:02:44.97,,,2025-08-18 21:02:44.97
7606,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 21:20:58.12,2025-08-18 21:02:45.014,,,2025-08-18 21:02:45.014
7607,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 21:06:36.536,2025-08-18 21:02:45.058,,,2025-08-18 21:02:45.058
7608,XLC,54.57,0.4977,0.6079,0.6427,1.3108,2025-08-09 20:40:40.655,2025-08-18 21:02:45.102,,,2025-08-18 21:02:45.102
